customer_id,recency,frequency,monetary,R,F,M,RFM_score,segment,cluster,marketing_channel
CUST03360,129,6,506.82,2,4,3,9,Loyal Customers,1,Referral
CUST03361,132,3,310.76,2,2,2,6,Potential Loyalists,3,Direct
CUST03362,100,5,510.44,2,3,3,8,Loyal Customers,1,Social Media
CUST03363,367,3,497.68999999999994,1,2,3,6,Potential Loyalists,0,Direct
CUST03364,117,4,1052.26,2,3,4,9,Loyal Customers,1,Referral
CUST03365,13,5,199.43,4,3,1,8,Loyal Customers,3,Organic Search
CUST03366,244,4,370.69,1,3,2,6,Potential Loyalists,0,Social Media
CUST03367,7,4,345.59,4,3,2,9,Loyal Customers,3,Direct
CUST03368,37,4,256.57,3,3,2,8,Loyal Customers,3,Paid Search
CUST03369,19,6,577.7,4,4,3,11,Champions,1,Paid Search
CUST03370,294,3,716.34,1,2,4,7,Potential Loyalists,0,Social Media
CUST03371,41,3,216.79000000000002,3,2,1,6,Potential Loyalists,3,Email
CUST03372,78,3,313.31000000000006,2,2,2,6,Potential Loyalists,3,Organic Search
CUST03373,46,5,352.67,3,3,2,8,Loyal Customers,1,Direct
CUST03374,67,1,43.84,2,1,1,4,At Risk,3,Email
CUST03375,21,7,480.17,4,4,3,11,Champions,1,Social Media
CUST03376,31,5,512.41,3,3,3,9,Loyal Customers,1,Paid Search
CUST03377,33,6,1485.31,3,4,4,11,Champions,2,Organic Search
CUST03378,190,3,473.66999999999996,1,2,3,6,Potential Loyalists,0,Organic Search
CUST03379,27,7,310.51,3,4,2,9,Loyal Customers,1,Email
CUST03380,244,1,55.78,1,1,1,3,Hibernating,0,Organic Search
CUST03381,47,7,789.92,3,4,4,11,Champions,1,Email
CUST03382,19,5,1336.9099999999999,4,3,4,11,Champions,2,Social Media
CUST03383,81,2,233.31,2,1,1,4,At Risk,3,Organic Search
CUST03384,2,4,519.3499999999999,4,3,3,10,Champions,1,Organic Search
CUST03385,371,5,475.13,1,3,3,7,Potential Loyalists,0,Paid Search
CUST03386,55,6,740.57,2,4,4,10,Champions,1,Paid Search
CUST03387,29,8,980.98,3,4,4,11,Champions,2,Organic Search
CUST03388,273,3,567.39,1,2,3,6,Potential Loyalists,0,Social Media
CUST03389,38,6,475.24,3,4,3,10,Champions,1,Organic Search
CUST03390,106,3,451.78,2,2,3,7,Potential Loyalists,3,Social Media
CUST03391,52,6,974.5899999999999,3,4,4,11,Champions,2,Social Media
CUST03392,218,7,485.34,1,4,3,8,Loyal Customers,1,Paid Search
CUST03393,324,2,498.56,1,1,3,5,At Risk,0,Organic Search
CUST03394,60,5,861.75,2,3,4,9,Loyal Customers,1,Organic Search
CUST03395,12,5,962.33,4,3,4,11,Champions,1,Social Media
CUST03396,179,6,492.15000000000003,1,4,3,8,Loyal Customers,1,Social Media
CUST03397,132,1,12.37,2,1,1,4,At Risk,3,Social Media
CUST03398,156,6,607.52,1,4,3,8,Loyal Customers,1,Paid Search
CUST03399,237,3,228.87,1,2,1,4,At Risk,0,Social Media
CUST03400,74,5,518.09,2,3,3,8,Loyal Customers,1,Direct
CUST03401,291,4,122.2,1,3,1,5,At Risk,0,Referral
CUST03402,120,6,728.01,2,4,4,10,Champions,1,Email
CUST03403,78,4,285.74,2,3,2,7,Potential Loyalists,3,Social Media
CUST03404,434,2,194.28,1,1,1,3,Hibernating,0,Organic Search
CUST03405,298,3,391.98,1,2,2,5,At Risk,0,Paid Search
CUST03406,12,7,478.15,4,4,3,11,Champions,1,Direct
CUST03408,39,4,534.88,3,3,3,9,Loyal Customers,1,Direct
CUST03409,8,7,427.03000000000003,4,4,3,11,Champions,1,Referral
CUST03410,128,3,205.16,2,2,1,5,At Risk,3,Paid Search
CUST03411,42,3,164.95999999999998,3,2,1,6,Potential Loyalists,3,Social Media
CUST03412,92,2,320.32000000000005,2,1,2,5,At Risk,3,Social Media
CUST03413,11,9,990.8299999999999,4,4,4,12,Champions,2,Email
CUST03414,16,4,405.64,4,3,2,9,Loyal Customers,3,Paid Search
CUST03415,49,5,203.45,3,3,1,7,Potential Loyalists,3,Paid Search
CUST03416,41,4,378.49,3,3,2,8,Loyal Customers,3,Organic Search
CUST03417,14,4,355.95,4,3,2,9,Loyal Customers,3,Organic Search
CUST03418,25,1,68.43,3,1,1,5,At Risk,3,Referral
CUST03419,23,10,1086.28,4,4,4,12,Champions,2,Email
CUST03420,220,3,89.61,1,2,1,4,At Risk,0,Direct
CUST03421,147,3,256.84000000000003,1,2,2,5,At Risk,3,Social Media
CUST03422,13,4,375.03999999999996,4,3,2,9,Loyal Customers,3,Email
CUST03423,16,4,293.22,4,3,2,9,Loyal Customers,3,Social Media
CUST03424,205,7,912.74,1,4,4,9,Loyal Customers,2,Paid Search
CUST03425,73,2,76.49,2,1,1,4,At Risk,3,Paid Search
CUST03426,420,1,54.76,1,1,1,3,Hibernating,0,Paid Search
CUST03427,233,4,221.12,1,3,1,5,At Risk,0,Paid Search
CUST03428,105,5,517.41,2,3,3,8,Loyal Customers,1,Paid Search
CUST03429,196,6,828.05,1,4,4,9,Loyal Customers,1,Email
CUST03430,19,3,515.75,4,2,3,9,Loyal Customers,3,Social Media
CUST03431,393,2,168.72,1,1,1,3,Hibernating,0,Social Media
CUST03432,29,6,303.6,3,4,2,9,Loyal Customers,1,Paid Search
CUST03433,144,6,280.98,1,4,2,7,Potential Loyalists,1,Social Media
CUST03434,200,4,439.13,1,3,3,7,Potential Loyalists,0,Social Media
CUST03435,70,3,606.13,2,2,3,7,Potential Loyalists,3,Email
CUST03436,21,2,271.94,4,1,2,7,Potential Loyalists,3,Social Media
CUST03437,64,2,447.69,2,1,3,6,Potential Loyalists,3,Organic Search
CUST03438,38,8,946.55,3,4,4,11,Champions,2,Paid Search
CUST03439,424,1,98.22,1,1,1,3,Hibernating,0,Email
CUST03440,35,3,121.21000000000001,3,2,1,6,Potential Loyalists,3,Email
CUST03441,51,5,757.77,3,3,4,10,Champions,1,Organic Search
CUST03442,140,4,441.53999999999996,2,3,3,8,Loyal Customers,3,Referral
CUST03443,20,5,735.55,4,3,4,11,Champions,1,Paid Search
CUST03445,57,1,204.38,2,1,1,4,At Risk,3,Paid Search
CUST03446,33,7,629.0,3,4,3,10,Champions,1,Email
CUST03447,1,4,784.06,4,3,4,11,Champions,1,Paid Search
CUST03448,58,2,114.48,2,1,1,4,At Risk,3,Social Media
CUST03449,11,5,645.06,4,3,3,10,Champions,1,Email
CUST03450,12,5,392.77,4,3,2,9,Loyal Customers,1,Paid Search
CUST03451,25,2,210.5,3,1,1,5,At Risk,3,Organic Search
CUST03452,108,2,170.13,2,1,1,4,At Risk,3,Organic Search
CUST03453,14,2,197.08999999999997,4,1,1,6,Potential Loyalists,3,Email
CUST03454,82,5,615.96,2,3,3,8,Loyal Customers,1,Referral
CUST03455,41,9,1025.6,3,4,4,11,Champions,2,Paid Search
CUST03456,13,6,954.22,4,4,4,12,Champions,2,Organic Search
CUST03457,7,3,500.72,4,2,3,9,Loyal Customers,3,Organic Search
CUST03458,11,7,917.97,4,4,4,12,Champions,2,Social Media
CUST03459,211,8,1363.9,1,4,4,9,Loyal Customers,2,Paid Search
CUST03460,168,5,467.5,1,3,3,7,Potential Loyalists,1,Paid Search
CUST03461,24,9,1610.86,3,4,4,11,Champions,2,Referral
CUST03462,18,4,224.58999999999997,4,3,1,8,Loyal Customers,3,Organic Search
CUST03463,131,2,311.93,2,1,2,5,At Risk,3,Paid Search
CUST03464,40,8,1466.22,3,4,4,11,Champions,2,Email
CUST03465,139,5,278.93,2,3,2,7,Potential Loyalists,1,Social Media
CUST03466,130,7,625.0699999999999,2,4,3,9,Loyal Customers,1,Paid Search
CUST03467,380,1,114.27,1,1,1,3,Hibernating,0,Email
CUST03468,11,4,595.05,4,3,3,10,Champions,1,Direct
CUST03469,245,4,253.41000000000003,1,3,2,6,Potential Loyalists,0,Paid Search
CUST03470,63,6,503.81,2,4,3,9,Loyal Customers,1,Organic Search
CUST03471,1,3,918.8100000000001,4,2,4,10,Champions,1,Email
CUST03472,15,8,1453.95,4,4,4,12,Champions,2,Email
CUST03473,76,2,75.28,2,1,1,4,At Risk,3,Direct
CUST03474,75,2,183.17000000000002,2,1,1,4,At Risk,3,Social Media
CUST03475,50,6,928.48,3,4,4,11,Champions,2,Paid Search
CUST03476,275,4,517.27,1,3,3,7,Potential Loyalists,0,Social Media
CUST03477,31,4,349.96000000000004,3,3,2,8,Loyal Customers,3,Organic Search
CUST03478,2,4,567.3199999999999,4,3,3,10,Champions,1,Organic Search
CUST03479,383,1,111.92,1,1,1,3,Hibernating,0,Social Media
CUST03480,44,5,290.47,3,3,2,8,Loyal Customers,1,Referral
CUST03481,176,4,365.1,1,3,2,6,Potential Loyalists,3,Direct
CUST03482,144,2,210.51000000000002,1,1,1,3,Hibernating,3,Organic Search
CUST03484,297,5,637.32,1,3,3,7,Potential Loyalists,0,Organic Search
CUST03485,42,3,149.51,3,2,1,6,Potential Loyalists,3,Direct
CUST03486,64,4,247.35,2,3,2,7,Potential Loyalists,3,Organic Search
CUST03487,479,4,186.08,1,3,1,5,At Risk,0,Email
CUST03488,49,3,117.16999999999999,3,2,1,6,Potential Loyalists,3,Direct
CUST03489,358,4,774.52,1,3,4,8,Loyal Customers,0,Direct
CUST03490,162,4,371.94,1,3,2,6,Potential Loyalists,3,Direct
CUST03491,23,7,793.04,4,4,4,12,Champions,2,Organic Search
CUST03492,10,3,307.11,4,2,2,8,Loyal Customers,3,Direct
CUST03493,59,5,506.61,2,3,3,8,Loyal Customers,1,Social Media
CUST03494,58,5,919.4,2,3,4,9,Loyal Customers,1,Paid Search
CUST03495,8,4,223.28,4,3,1,8,Loyal Customers,3,Social Media
CUST03496,28,5,885.4200000000001,3,3,4,10,Champions,1,Paid Search
CUST03497,6,7,405.88,4,4,2,10,Champions,1,Referral
CUST03498,67,4,202.14999999999998,2,3,1,6,Potential Loyalists,3,Paid Search
CUST03499,123,4,366.97,2,3,2,7,Potential Loyalists,3,Email
CUST03500,24,5,170.75,3,3,1,7,Potential Loyalists,3,Organic Search
CUST03501,51,6,1827.01,3,4,4,11,Champions,2,Organic Search
CUST03502,14,5,1240.96,4,3,4,11,Champions,2,Direct
CUST03503,2,5,1069.36,4,3,4,11,Champions,2,Organic Search
CUST03504,409,2,445.29999999999995,1,1,3,5,At Risk,0,Referral
CUST03505,13,5,1542.3899999999999,4,3,4,11,Champions,2,Organic Search
CUST03506,9,7,521.42,4,4,3,11,Champions,1,Paid Search
CUST03507,129,5,620.39,2,3,3,8,Loyal Customers,1,Paid Search
CUST03508,375,2,69.94,1,1,1,3,Hibernating,0,Organic Search
CUST03509,52,6,426.69,3,4,3,10,Champions,1,Paid Search
CUST03510,20,4,370.69,4,3,2,9,Loyal Customers,3,Paid Search
CUST03511,1,6,469.65,4,4,3,11,Champions,1,Organic Search
CUST03512,102,8,1618.21,2,4,4,10,Champions,2,Paid Search
CUST03513,323,3,358.73,1,2,2,5,At Risk,0,Paid Search
CUST03514,8,4,326.28000000000003,4,3,2,9,Loyal Customers,3,Organic Search
CUST03515,149,4,526.12,1,3,3,7,Potential Loyalists,1,Organic Search
CUST03516,22,6,1384.0900000000001,4,4,4,12,Champions,2,Paid Search
CUST03517,9,6,406.98999999999995,4,4,2,10,Champions,1,Direct
CUST03518,119,5,413.25,2,3,2,7,Potential Loyalists,1,Email
CUST03519,211,4,176.26999999999998,1,3,1,5,At Risk,0,Social Media
CUST03520,240,1,52.71,1,1,1,3,Hibernating,0,Direct
CUST03521,33,2,200.38,3,1,1,5,At Risk,3,Paid Search
CUST03522,43,8,509.97,3,4,3,10,Champions,1,Direct
CUST03523,27,3,421.63,3,2,3,8,Loyal Customers,3,Paid Search
CUST03524,34,6,865.0699999999999,3,4,4,11,Champions,1,Organic Search
CUST03525,170,4,224.44,1,3,1,5,At Risk,3,Direct
CUST03526,143,4,246.68,2,3,2,7,Potential Loyalists,3,Organic Search
CUST03527,61,3,276.94,2,2,2,6,Potential Loyalists,3,Direct
CUST03528,250,2,53.41,1,1,1,3,Hibernating,0,Paid Search
CUST03529,51,4,203.7,3,3,1,7,Potential Loyalists,3,Email
CUST03530,299,2,127.25,1,1,1,3,Hibernating,0,Referral
CUST03531,8,5,950.0,4,3,4,11,Champions,1,Direct
CUST03532,38,4,768.12,3,3,4,10,Champions,1,Direct
CUST03533,103,3,263.06,2,2,2,6,Potential Loyalists,3,Direct
CUST03534,115,5,489.5,2,3,3,8,Loyal Customers,1,Direct
CUST03535,143,5,749.46,2,3,4,9,Loyal Customers,1,Social Media
CUST03536,82,2,155.15,2,1,1,4,At Risk,3,Organic Search
CUST03537,11,6,546.64,4,4,3,11,Champions,1,Paid Search
CUST03538,33,3,605.29,3,2,3,8,Loyal Customers,3,Paid Search
CUST03539,15,2,413.08,4,1,2,7,Potential Loyalists,3,Social Media
CUST03540,5,2,46.86,4,1,1,6,Potential Loyalists,3,Organic Search
CUST03541,1,2,258.95,4,1,2,7,Potential Loyalists,3,Organic Search
CUST03542,73,2,130.02,2,1,1,4,At Risk,3,Paid Search
CUST03543,2,7,1674.13,4,4,4,12,Champions,2,Social Media
CUST03544,3,8,1668.26,4,4,4,12,Champions,2,Social Media
CUST03545,219,1,126.0,1,1,1,3,Hibernating,0,Direct
CUST03546,207,2,118.21,1,1,1,3,Hibernating,0,Direct
CUST03547,30,4,281.0,3,3,2,8,Loyal Customers,3,Paid Search
CUST03548,30,5,867.71,3,3,4,10,Champions,1,Organic Search
CUST03549,83,5,576.87,2,3,3,8,Loyal Customers,1,Referral
CUST03550,19,6,328.90999999999997,4,4,2,10,Champions,1,Organic Search
CUST03551,159,3,226.59,1,2,1,4,At Risk,3,Email
CUST03552,74,4,723.4300000000001,2,3,4,9,Loyal Customers,1,Social Media
CUST03553,15,5,554.48,4,3,3,10,Champions,1,Social Media
CUST03554,21,3,341.58,4,2,2,8,Loyal Customers,3,Social Media
CUST03555,64,2,67.36,2,1,1,4,At Risk,3,Direct
CUST03556,3,7,652.2099999999999,4,4,3,11,Champions,1,Social Media
CUST03557,47,7,607.79,3,4,3,10,Champions,1,Email
CUST03558,10,6,795.8199999999999,4,4,4,12,Champions,1,Referral
CUST03559,244,3,238.54999999999998,1,2,1,4,At Risk,0,Email
CUST03560,31,7,363.37,3,4,2,9,Loyal Customers,1,Paid Search
CUST03561,143,4,377.44,2,3,2,7,Potential Loyalists,3,Social Media
CUST03562,9,6,570.41,4,4,3,11,Champions,1,Paid Search
CUST03563,23,3,818.88,4,2,4,10,Champions,1,Paid Search
CUST03564,59,5,540.91,2,3,3,8,Loyal Customers,1,Email
CUST03565,184,1,44.11,1,1,1,3,Hibernating,3,Paid Search
CUST03566,8,5,360.28,4,3,2,9,Loyal Customers,1,Organic Search
CUST03567,13,5,341.24,4,3,2,9,Loyal Customers,1,Social Media
CUST03568,41,7,631.6800000000001,3,4,3,10,Champions,1,Referral
CUST03569,25,4,814.22,3,3,4,10,Champions,1,Email
CUST03570,422,3,377.20000000000005,1,2,2,5,At Risk,0,Paid Search
CUST03571,127,5,634.8100000000001,2,3,3,8,Loyal Customers,1,Organic Search
CUST03572,79,4,900.13,2,3,4,9,Loyal Customers,1,Paid Search
CUST03573,304,3,303.24,1,2,2,5,At Risk,0,Organic Search
CUST03574,24,8,746.64,3,4,4,11,Champions,2,Social Media
CUST03575,87,6,590.99,2,4,3,9,Loyal Customers,1,Paid Search
CUST03576,108,3,471.53,2,2,3,7,Potential Loyalists,3,Email
CUST03577,6,2,286.42,4,1,2,7,Potential Loyalists,3,Organic Search
CUST03578,6,2,73.47999999999999,4,1,1,6,Potential Loyalists,3,Referral
CUST03579,7,7,897.7,4,4,4,12,Champions,2,Organic Search
CUST03580,167,4,514.1700000000001,1,3,3,7,Potential Loyalists,1,Social Media
CUST03581,39,8,873.5400000000001,3,4,4,11,Champions,2,Organic Search
CUST03582,338,1,112.59,1,1,1,3,Hibernating,0,Organic Search
CUST03583,67,3,348.35,2,2,2,6,Potential Loyalists,3,Direct
CUST03584,111,4,309.87,2,3,2,7,Potential Loyalists,3,Referral
CUST03585,234,4,400.23,1,3,2,6,Potential Loyalists,0,Social Media
CUST03586,41,2,52.89,3,1,1,5,At Risk,3,Paid Search
CUST03587,16,5,609.12,4,3,3,10,Champions,1,Email
CUST03588,32,3,161.19,3,2,1,6,Potential Loyalists,3,Paid Search
CUST03589,11,3,199.16,4,2,1,7,Potential Loyalists,3,Email
CUST03590,67,5,476.68,2,3,3,8,Loyal Customers,1,Paid Search
CUST03591,38,5,1304.3999999999999,3,3,4,10,Champions,2,Referral
CUST03592,21,5,526.6,4,3,3,10,Champions,1,Direct
CUST03593,44,7,878.86,3,4,4,11,Champions,2,Social Media
CUST03594,69,4,216.81,2,3,1,6,Potential Loyalists,3,Paid Search
CUST03595,370,3,143.06,1,2,1,4,At Risk,0,Organic Search
CUST03596,156,1,26.83,1,1,1,3,Hibernating,3,Referral
CUST03597,20,4,914.54,4,3,4,11,Champions,1,Direct
CUST03598,33,4,401.48,3,3,2,8,Loyal Customers,3,Social Media
CUST03599,19,4,381.96000000000004,4,3,2,9,Loyal Customers,3,Referral
CUST03600,230,6,1285.2,1,4,4,9,Loyal Customers,2,Direct
CUST03601,21,7,510.65,4,4,3,11,Champions,1,Direct
CUST03602,82,1,104.89,2,1,1,4,At Risk,3,Email
CUST03603,17,5,254.26,4,3,2,9,Loyal Customers,1,Organic Search
CUST03604,478,1,165.2,1,1,1,3,Hibernating,0,Referral
CUST03605,125,5,517.8,2,3,3,8,Loyal Customers,1,Email
CUST03606,13,4,197.83,4,3,1,8,Loyal Customers,3,Referral
CUST03607,80,3,251.17,2,2,2,6,Potential Loyalists,3,Organic Search
CUST03608,8,3,279.92,4,2,2,8,Loyal Customers,3,Organic Search
CUST03609,131,4,356.64,2,3,2,7,Potential Loyalists,3,Paid Search
CUST03610,7,3,189.10000000000002,4,2,1,7,Potential Loyalists,3,Organic Search
CUST03611,53,9,669.59,3,4,3,10,Champions,2,Email
CUST03612,380,4,210.87,1,3,1,5,At Risk,0,Referral
CUST03613,3,5,1267.0700000000002,4,3,4,11,Champions,2,Organic Search
CUST03614,25,2,666.15,3,1,3,7,Potential Loyalists,3,Organic Search
CUST03615,12,2,128.73000000000002,4,1,1,6,Potential Loyalists,3,Organic Search
CUST03616,157,4,280.40999999999997,1,3,2,6,Potential Loyalists,3,Organic Search
CUST03617,31,6,779.93,3,4,4,11,Champions,1,Email
CUST03618,194,1,45.48,1,1,1,3,Hibernating,0,Organic Search
CUST03619,118,6,714.47,2,4,4,10,Champions,1,Organic Search
CUST03620,3,5,786.15,4,3,4,11,Champions,1,Email
CUST03621,172,1,88.82,1,1,1,3,Hibernating,3,Paid Search
CUST03622,58,4,217.66,2,3,1,6,Potential Loyalists,3,Organic Search
CUST03623,59,6,632.23,2,4,3,9,Loyal Customers,1,Email
CUST03624,256,9,1138.02,1,4,4,9,Loyal Customers,2,Social Media
CUST03625,465,4,211.18,1,3,1,5,At Risk,0,Social Media
CUST03626,282,5,591.73,1,3,3,7,Potential Loyalists,0,Social Media
CUST03627,25,2,210.74,3,1,1,5,At Risk,3,Email
CUST03628,76,1,100.05,2,1,1,4,At Risk,3,Referral
CUST03629,28,8,688.63,3,4,4,11,Champions,1,Organic Search
CUST03630,330,4,864.27,1,3,4,8,Loyal Customers,0,Paid Search
CUST03631,33,5,504.4,3,3,3,9,Loyal Customers,1,Paid Search
CUST03632,13,3,844.3499999999999,4,2,4,10,Champions,1,Organic Search
CUST03633,97,3,473.11,2,2,3,7,Potential Loyalists,3,Organic Search
CUST03634,97,4,366.67,2,3,2,7,Potential Loyalists,3,Email
CUST03635,285,4,583.15,1,3,3,7,Potential Loyalists,0,Organic Search
CUST03636,210,6,678.72,1,4,4,9,Loyal Customers,1,Referral
CUST03637,62,4,1243.12,2,3,4,9,Loyal Customers,2,Social Media
CUST03639,262,3,143.88,1,2,1,4,At Risk,0,Social Media
CUST03640,172,2,137.26,1,1,1,3,Hibernating,3,Email
CUST03641,137,4,545.5600000000001,2,3,3,8,Loyal Customers,1,Direct
CUST03642,74,3,212.95,2,2,1,5,At Risk,3,Direct
CUST03643,5,8,1180.24,4,4,4,12,Champions,2,Paid Search
CUST03644,419,2,208.5,1,1,1,3,Hibernating,0,Referral
CUST03645,377,1,27.26,1,1,1,3,Hibernating,0,Direct
CUST03646,103,3,302.16,2,2,2,6,Potential Loyalists,3,Organic Search
CUST03647,9,4,566.3199999999999,4,3,3,10,Champions,1,Email
CUST03648,308,5,780.07,1,3,4,8,Loyal Customers,0,Social Media
CUST03649,29,8,495.48,3,4,3,10,Champions,1,Organic Search
CUST03650,91,7,1328.4099999999999,2,4,4,10,Champions,2,Organic Search
CUST03651,26,4,544.41,3,3,3,9,Loyal Customers,1,Paid Search
CUST03652,17,5,287.25,4,3,2,9,Loyal Customers,1,Direct
CUST03653,205,3,167.9,1,2,1,4,At Risk,0,Paid Search
CUST03654,50,4,383.57,3,3,2,8,Loyal Customers,3,Social Media
CUST03655,13,8,1089.93,4,4,4,12,Champions,2,Email
CUST03656,109,3,219.33999999999997,2,2,1,5,At Risk,3,Organic Search
CUST03657,3,2,123.77000000000001,4,1,1,6,Potential Loyalists,3,Referral
CUST03658,50,5,192.14,3,3,1,7,Potential Loyalists,3,Organic Search
CUST03659,105,6,766.0,2,4,4,10,Champions,1,Email
CUST03660,59,3,181.61,2,2,1,5,At Risk,3,Email
CUST03661,164,4,387.99,1,3,2,6,Potential Loyalists,3,Email
CUST03662,3,6,637.95,4,4,3,11,Champions,1,Email
CUST03663,34,8,1015.05,3,4,4,11,Champions,2,Organic Search
CUST03664,14,5,424.41,4,3,3,10,Champions,1,Organic Search
CUST03665,2,6,527.59,4,4,3,11,Champions,1,Organic Search
CUST03666,126,2,224.06,2,1,1,4,At Risk,3,Email
CUST03667,21,7,525.66,4,4,3,11,Champions,1,Email
CUST03668,71,7,567.24,2,4,3,9,Loyal Customers,1,Paid Search
CUST03669,71,7,340.38,2,4,2,8,Loyal Customers,1,Social Media
CUST03670,14,1,202.14,4,1,1,6,Potential Loyalists,3,Paid Search
CUST03671,246,8,573.49,1,4,3,8,Loyal Customers,1,Organic Search
CUST03672,251,4,606.79,1,3,3,7,Potential Loyalists,0,Paid Search
CUST03673,10,4,464.52,4,3,3,10,Champions,1,Referral
CUST03674,148,1,134.77,1,1,1,3,Hibernating,3,Organic Search
CUST03675,19,3,323.74,4,2,2,8,Loyal Customers,3,Direct
CUST03676,33,8,923.17,3,4,4,11,Champions,2,Email
CUST03678,80,4,334.65999999999997,2,3,2,7,Potential Loyalists,3,Social Media
CUST03679,14,6,756.87,4,4,4,12,Champions,1,Organic Search
CUST03680,12,3,268.90999999999997,4,2,2,8,Loyal Customers,3,Direct
CUST03681,261,2,89.61,1,1,1,3,Hibernating,0,Email
CUST03682,2,2,66.0,4,1,1,6,Potential Loyalists,3,Referral
CUST03683,24,5,397.5,3,3,2,8,Loyal Customers,1,Paid Search
CUST03684,97,3,202.6,2,2,1,5,At Risk,3,Social Media
CUST03685,61,2,170.81,2,1,1,4,At Risk,3,Direct
CUST03686,31,7,646.52,3,4,3,10,Champions,1,Email
CUST03687,75,5,392.93,2,3,2,7,Potential Loyalists,1,Social Media
CUST03688,159,5,521.5699999999999,1,3,3,7,Potential Loyalists,1,Direct
CUST03689,166,3,223.57,1,2,1,4,At Risk,3,Social Media
CUST03690,17,4,193.62,4,3,1,8,Loyal Customers,3,Organic Search
CUST03691,77,3,167.7,2,2,1,5,At Risk,3,Email
CUST03692,112,3,103.45,2,2,1,5,At Risk,3,Organic Search
CUST03693,28,5,392.64,3,3,2,8,Loyal Customers,1,Paid Search
CUST03694,19,6,1082.1,4,4,4,12,Champions,2,Social Media
CUST03695,80,6,532.37,2,4,3,9,Loyal Customers,1,Direct
CUST03696,22,4,244.99,4,3,1,8,Loyal Customers,3,Email
CUST03697,117,6,289.31,2,4,2,8,Loyal Customers,1,Organic Search
CUST03698,1,6,680.13,4,4,4,12,Champions,1,Paid Search
CUST03699,26,6,1170.6000000000001,3,4,4,11,Champions,2,Organic Search
CUST03700,34,6,646.4399999999999,3,4,3,10,Champions,1,Organic Search
CUST03701,40,5,814.54,3,3,4,10,Champions,1,Email
CUST03702,10,5,506.23,4,3,3,10,Champions,1,Paid Search
CUST03703,61,5,846.42,2,3,4,9,Loyal Customers,1,Paid Search
CUST03704,37,3,256.3,3,2,2,7,Potential Loyalists,3,Social Media
CUST03705,99,2,201.63,2,1,1,4,At Risk,3,Referral
CUST03706,40,7,1112.8600000000001,3,4,4,11,Champions,2,Social Media
CUST03707,29,6,877.81,3,4,4,11,Champions,1,Email
CUST03708,17,6,698.52,4,4,4,12,Champions,1,Organic Search
CUST03709,398,3,480.7,1,2,3,6,Potential Loyalists,0,Organic Search
CUST03710,147,4,579.94,1,3,3,7,Potential Loyalists,1,Social Media
CUST03711,53,7,1511.41,3,4,4,11,Champions,2,Referral
CUST03712,25,3,170.46,3,2,1,6,Potential Loyalists,3,Paid Search
CUST03713,57,1,16.61,2,1,1,4,At Risk,3,Organic Search
CUST03714,2,3,177.06,4,2,1,7,Potential Loyalists,3,Email
CUST03715,234,1,22.19,1,1,1,3,Hibernating,0,Email
CUST03716,3,5,643.79,4,3,3,10,Champions,1,Organic Search
CUST03717,64,1,85.22,2,1,1,4,At Risk,3,Organic Search
CUST03718,396,5,1062.04,1,3,4,8,Loyal Customers,0,Direct
CUST03719,36,4,1199.4,3,3,4,10,Champions,2,Email
CUST03720,20,5,581.61,4,3,3,10,Champions,1,Social Media
CUST03721,211,3,600.9300000000001,1,2,3,6,Potential Loyalists,0,Social Media
CUST03722,88,2,25.990000000000002,2,1,1,4,At Risk,3,Referral
CUST03723,347,4,397.32,1,3,2,6,Potential Loyalists,0,Social Media
CUST03724,40,8,919.52,3,4,4,11,Champions,2,Organic Search
CUST03725,21,6,726.1899999999999,4,4,4,12,Champions,1,Direct
CUST03726,5,3,339.36,4,2,2,8,Loyal Customers,3,Social Media
CUST03727,361,2,153.47,1,1,1,3,Hibernating,0,Organic Search
CUST03728,29,5,381.25,3,3,2,8,Loyal Customers,1,Email
CUST03729,248,4,702.77,1,3,4,8,Loyal Customers,0,Direct
CUST03730,41,3,222.42000000000002,3,2,1,6,Potential Loyalists,3,Paid Search
CUST03731,46,3,610.53,3,2,3,8,Loyal Customers,3,Paid Search
CUST03732,251,3,451.88,1,2,3,6,Potential Loyalists,0,Referral
CUST03733,35,4,233.4,3,3,1,7,Potential Loyalists,3,Organic Search
CUST03734,42,1,72.38,3,1,1,5,At Risk,3,Social Media
CUST03735,158,3,221.67000000000002,1,2,1,4,At Risk,3,Email
CUST03736,12,8,1068.0,4,4,4,12,Champions,2,Paid Search
CUST03737,89,5,443.17999999999995,2,3,3,8,Loyal Customers,1,Organic Search
CUST03738,15,6,1275.68,4,4,4,12,Champions,2,Social Media
CUST03739,58,4,191.13,2,3,1,6,Potential Loyalists,3,Email
CUST03740,18,4,291.43,4,3,2,9,Loyal Customers,3,Social Media
CUST03741,338,1,402.57,1,1,2,4,At Risk,0,Email
CUST03742,228,3,198.48,1,2,1,4,At Risk,0,Direct
CUST03743,191,5,552.5,1,3,3,7,Potential Loyalists,1,Email
CUST03744,18,6,714.77,4,4,4,12,Champions,1,Referral
CUST03745,89,4,388.04999999999995,2,3,2,7,Potential Loyalists,3,Organic Search
CUST03746,184,4,324.65,1,3,2,6,Potential Loyalists,3,Direct
CUST03747,111,5,423.99,2,3,3,8,Loyal Customers,1,Paid Search
CUST03748,9,8,958.98,4,4,4,12,Champions,2,Referral
CUST03749,359,5,331.51,1,3,2,6,Potential Loyalists,0,Social Media
