order_id,customer_id,order_date,category,product_name,unit_price,quantity,discount_pct,gross_amount,shipping_cost,net_revenue,marketing_channel,payment_method,region,customer_segment,returned,review_score,has_review,order_month,cohort_month,cohort_index,recency,frequency,monetary,segment,cluster
ORD107237,CUST01851,2023-05-03,Electronics,Smartwatch,158.24,1,5,158.24,11.2,150.33,Paid Search,Credit Card,Europe,New,False,1.0,True,2023-05,2023-05,0,36,4,454.57,Loyal Customers,3
ORD101194,CUST00848,2024-09-12,Home & Kitchen,Knife Set,86.93,1,15,86.93,3.35,73.89,Social Media,PayPal,North America,New,False,3.0,True,2024-09,2023-06,15,36,4,546.62,Loyal Customers,1
ORD111133,CUST03376,2024-11-15,Office Supplies,Wireless Mouse,210.5,1,0,210.5,4.57,210.5,Direct,Credit Card,Europe,Returning,True,3.0,True,2024-11,2024-11,0,31,5,512.41,Loyal Customers,1
ORD111302,CUST03113,2024-06-20,Electronics,USB-C Hub,83.51,1,10,83.51,8.79,75.16,Social Media,PayPal,Asia Pacific,VIP,False,4.0,True,2024-06,2024-06,0,189,2,149.1,Hibernating,0
ORD104193,CUST03746,2024-06-25,Toys & Games,RC Car,41.98,2,25,83.96,7.25,62.97,Organic Search,Debit Card,North America,New,True,3.0,True,2024-06,2024-06,0,184,4,324.65,Potential Loyalists,3
ORD104261,CUST02718,2023-05-28,Toys & Games,Plush Toy,19.12,1,10,19.12,2.54,17.21,Paid Search,PayPal,Europe,New,False,3.0,True,2023-05,2023-05,0,1,8,347.09000000000003,Champions,1
ORD113346,CUST01453,2024-11-25,Toys & Games,Building Blocks Set,39.75,1,15,39.75,7.29,33.79,Paid Search,Credit Card,Latin America,New,False,,False,2024-11,2023-11,12,37,4,507.40999999999997,Loyal Customers,1
ORD104553,CUST03940,2024-09-07,Sports & Outdoors,Water Bottle,103.61,2,0,207.22,7.25,207.22,Organic Search,Credit Card,North America,Returning,False,2.0,True,2024-09,2024-08,1,116,4,434.15999999999997,Loyal Customers,3
ORD106353,CUST03920,2024-04-02,Toys & Games,Puzzle 1000pc,23.41,1,0,23.41,3.71,23.41,Direct,Credit Card,Europe,New,False,4.0,True,2024-04,2024-04,0,46,8,381.55,Loyal Customers,1
ORD113184,CUST04088,2024-07-06,Sports & Outdoors,Water Bottle,102.42,2,5,204.84,11.37,194.6,Direct,Gift Card,North America,VIP,False,3.0,True,2024-07,2024-03,4,21,4,583.37,Champions,1
ORD113268,CUST03190,2023-11-05,Toys & Games,Plush Toy,50.94,2,0,101.88,7.29,101.88,Email,Credit Card,Latin America,Returning,False,1.0,True,2023-11,2023-07,4,42,7,467.19,Champions,1
ORD110662,CUST00810,2024-06-26,Home & Kitchen,Throw Blanket,155.84,1,5,155.84,8.81,148.05,Paid Search,Credit Card,Asia Pacific,Returning,False,3.0,True,2024-06,2024-05,1,189,2,251.04000000000002,At Risk,0
ORD100925,CUST00516,2024-03-29,Apparel,Denim Jacket,84.51,1,0,84.51,9.53,84.51,Social Media,Buy Now Pay Later,Asia Pacific,Returning,False,4.0,True,2024-03,2024-03,0,68,6,556.19,Loyal Customers,1
ORD107819,CUST00844,2024-11-21,Electronics,Phone Case,216.12,1,0,216.12,6.49,216.12,Organic Search,Credit Card,North America,VIP,False,,False,2024-11,2024-11,0,36,5,555.37,Loyal Customers,1
ORD105418,CUST01535,2023-12-01,Home & Kitchen,Air Fryer,102.34,1,0,102.34,4.96,102.34,Paid Search,PayPal,Middle East & Africa,New,False,2.0,True,2023-12,2023-04,8,166,9,650.1899999999999,Loyal Customers,2
ORD116014,CUST02589,2023-06-08,Sports & Outdoors,Hiking Backpack,100.36,1,10,100.36,7.19,90.32,Direct,PayPal,Asia Pacific,VIP,False,2.0,True,2023-06,2023-05,1,45,8,476.58,Champions,1
ORD101888,CUST00587,2024-10-01,Office Supplies,Notebook Set,48.12,1,5,48.12,11.72,45.71,Email,Buy Now Pay Later,Asia Pacific,New,False,2.0,True,2024-10,2023-11,11,42,6,544.97,Champions,1
ORD105273,CUST00433,2024-08-25,Apparel,Wool Sweater,42.86,1,0,42.86,8.57,42.86,Organic Search,Credit Card,Latin America,New,False,5.0,True,2024-08,2023-09,11,36,8,539.3199999999999,Champions,1
ORD101490,CUST03664,2023-09-12,Toys & Games,Board Game,12.53,1,5,12.53,3.22,11.9,Paid Search,Credit Card,North America,Returning,False,1.0,True,2023-09,2023-07,2,14,5,424.41,Champions,1
ORD114320,CUST02199,2024-11-18,Office Supplies,Wireless Mouse,149.22,1,0,149.22,6.98,149.22,Paid Search,Credit Card,Europe,New,False,,False,2024-11,2024-11,0,34,5,470.75,Loyal Customers,1
ORD113870,CUST00733,2024-03-29,Office Supplies,Whiteboard,83.11,4,10,332.44,7.02,299.2,Social Media,PayPal,Europe,New,False,,False,2024-03,2023-03,12,56,7,609.22,Loyal Customers,1
ORD103796,CUST01069,2024-11-18,Electronics,Smartwatch,50.96,1,0,50.96,7.25,50.96,Direct,Debit Card,North America,New,False,4.0,True,2024-11,2024-11,0,28,8,1378.73,Champions,2
ORD101077,CUST02794,2024-12-28,Electronics,Wireless Earbuds,95.77,1,10,95.77,7.31,86.19,Direct,Debit Card,Europe,Returning,False,5.0,True,2024-12,2024-02,10,4,3,331.43,Loyal Customers,3
ORD100368,CUST01700,2023-02-03,Office Supplies,Notebook Set,258.47,2,0,516.94,11.33,516.94,Paid Search,Credit Card,North America,Returning,False,,False,2023-02,2023-02,0,47,5,957.34,Champions,1
ORD102518,CUST00104,2023-12-24,Apparel,Yoga Pants,49.85,1,0,49.85,9.86,49.85,Referral,PayPal,North America,New,False,,False,2023-12,2023-12,0,59,5,335.81,Potential Loyalists,1
ORD108103,CUST04082,2024-12-02,Office Supplies,Whiteboard,130.09,1,15,130.09,7.25,110.58,Social Media,PayPal,North America,Unknown,False,,False,2024-12,2023-05,19,30,5,574.43,Loyal Customers,1
ORD112005,CUST00373,2024-12-31,Apparel,Running Shoes,58.63,1,15,58.63,4.82,49.84,Paid Search,Credit Card,Asia Pacific,VIP,False,,False,2024-12,2024-06,6,1,7,903.2,Champions,2
ORD115650,CUST03506,2023-05-20,Toys & Games,RC Car,28.74,1,10,28.74,7.25,25.87,Paid Search,PayPal,North America,Returning,False,,False,2023-05,2023-05,0,9,7,521.42,Champions,1
ORD110826,CUST01727,2024-11-30,Toys & Games,Board Game,24.84,1,20,24.84,7.29,19.87,Direct,PayPal,Middle East & Africa,Returning,False,2.0,True,2024-11,2024-07,4,25,6,618.61,Champions,1
ORD115492,CUST02679,2024-11-21,Electronics,USB-C Hub,78.45,4,25,313.8,4.64,235.35,Referral,Debit Card,North America,VIP,True,5.0,True,2024-11,2023-04,19,41,7,1397.1399999999999,Champions,2
ORD104658,CUST03803,2024-09-18,Electronics,Laptop Stand,144.63,2,5,289.26,9.74,274.8,Social Media,Buy Now Pay Later,North America,Returning,False,3.0,True,2024-09,2024-09,0,27,12,1391.5900000000001,Champions,2
ORD111883,CUST04025,2024-09-06,Electronics,Wireless Earbuds,111.25,2,0,222.5,5.0,222.5,Paid Search,Buy Now Pay Later,North America,New,False,,False,2024-09,2024-08,1,1,3,397.71,Loyal Customers,3
ORD116247,CUST02060,2024-03-25,Office Supplies,Ergonomic Chair,49.59,1,5,49.59,5.66,47.11,Organic Search,Debit Card,North America,Returning,False,,False,2024-03,2024-03,0,8,10,1657.01,Champions,2
ORD105545,CUST04196,2024-09-06,Home & Kitchen,Throw Blanket,146.48,1,0,146.48,5.36,146.48,Paid Search,Credit Card,Europe,VIP,False,3.0,True,2024-09,2024-09,0,18,5,545.56,Champions,1
ORD111834,CUST02745,2024-08-10,Beauty & Personal Care,Makeup Palette,46.44,1,5,46.44,5.14,44.12,Social Media,Credit Card,Europe,Returning,False,2.0,True,2024-08,2024-08,0,126,8,1014.62,Champions,2
ORD113984,CUST02097,2024-05-23,Apparel,Wool Sweater,72.66,1,0,72.66,4.7,72.66,Email,Credit Card,North America,VIP,False,2.0,True,2024-05,2023-05,12,107,4,526.78,Potential Loyalists,1
ORD100823,CUST02437,2023-04-12,Sports & Outdoors,Camping Tent,31.87,3,20,95.61,7.19,76.49,Social Media,Credit Card,Asia Pacific,New,False,4.0,True,2023-04,2023-01,3,20,8,722.51,Champions,2
ORD100699,CUST01069,2024-11-05,Apparel,Yoga Pants,31.78,1,15,31.78,3.2,27.01,Social Media,Gift Card,North America,New,False,4.0,True,2024-11,2024-11,0,28,8,1378.73,Champions,2
ORD115638,CUST04131,2024-10-09,Office Supplies,Notebook Set,76.29,2,0,152.58,3.71,152.58,Paid Search,Buy Now Pay Later,North America,Returning,False,4.0,True,2024-10,2024-01,9,84,5,1575.77,Loyal Customers,2
ORD114602,CUST03507,2024-03-22,Toys & Games,Puzzle 1000pc,32.44,2,10,64.88,8.61,58.39,Social Media,Credit Card,North America,Returning,False,1.0,True,2024-03,2024-01,2,129,5,620.39,Loyal Customers,1
ORD101503,CUST00112,2024-07-23,Sports & Outdoors,Camping Tent,61.29,1,15,61.29,7.31,52.1,Referral,Credit Card,Europe,New,False,,False,2024-07,2024-06,1,27,4,480.84999999999997,Loyal Customers,1
ORD113862,CUST04093,2024-06-16,Apparel,Wool Sweater,42.04,2,25,84.08,7.24,63.06,Email,Debit Card,Europe,Returning,False,3.0,True,2024-06,2024-06,0,180,4,436.35,Potential Loyalists,3
ORD101379,CUST01727,2024-07-30,Electronics,Phone Case,160.22,1,0,160.22,8.65,160.22,Organic Search,PayPal,Middle East & Africa,Returning,True,5.0,True,2024-07,2024-07,0,25,6,618.61,Champions,1
ORD106907,CUST02052,2024-12-07,Office Supplies,Ergonomic Chair,63.3,3,0,189.9,6.49,189.9,Referral,Credit Card,North America,New,False,2.0,True,2024-12,2023-05,19,25,5,579.6700000000001,Loyal Customers,1
ORD113890,CUST02924,2024-01-21,Sports & Outdoors,Water Bottle,13.45,3,0,40.35,9.95,40.35,Social Media,PayPal,North America,Unknown,False,,False,2024-01,2023-02,11,78,8,494.03999999999996,Loyal Customers,1
ORD103026,CUST00464,2024-11-30,Apparel,Wool Sweater,79.22,1,20,79.22,7.19,63.38,Paid Search,Credit Card,Asia Pacific,New,True,3.0,True,2024-11,2024-11,0,29,2,243.35999999999999,At Risk,3
ORD117222,CUST00939,2024-12-16,Electronics,USB-C Hub,188.62,1,5,188.62,6.62,179.19,Direct,Gift Card,Europe,Returning,False,4.0,True,2024-12,2023-01,23,16,8,949.65,Champions,2
ORD103425,CUST02963,2024-01-08,Home & Kitchen,Knife Set,114.51,1,15,114.51,9.8,97.33,Social Media,PayPal,Middle East & Africa,New,False,5.0,True,2024-01,2023-02,11,39,7,596.98,Champions,1
ORD117284,CUST03965,2023-10-13,Electronics,Bluetooth Speaker,49.08,1,10,49.08,11.62,44.17,Paid Search,PayPal,North America,New,True,,False,2023-10,2023-10,0,253,3,601.45,Potential Loyalists,0
ORD113524,CUST02404,2024-09-24,Home & Kitchen,Knife Set,18.08,2,10,36.16,7.59,32.54,Paid Search,Credit Card,Europe,New,False,5.0,True,2024-09,2024-09,0,21,7,579.52,Champions,1
ORD103348,CUST03740,2024-04-10,Office Supplies,Ergonomic Chair,40.64,4,0,162.56,4.03,162.56,Organic Search,Credit Card,Latin America,Returning,False,,False,2024-04,2023-12,4,18,4,291.43,Loyal Customers,3
ORD108420,CUST00614,2024-12-17,Home & Kitchen,Desk Lamp,76.9,1,20,76.9,10.32,61.52,Paid Search,Credit Card,Middle East & Africa,Returning,False,,False,2024-12,2024-08,4,15,3,128.3,Potential Loyalists,3
ORD114129,CUST00829,2024-09-12,Apparel,Yoga Pants,49.88,1,15,49.88,10.55,42.4,Referral,Debit Card,Europe,VIP,False,2.0,True,2024-09,2024-09,0,100,3,212.12,At Risk,3
ORD107670,CUST00685,2023-06-08,Sports & Outdoors,Yoga Mat,35.57,1,0,35.57,4.34,35.57,Organic Search,Credit Card,North America,New,False,3.0,True,2023-06,2023-06,0,224,4,323.71000000000004,At Risk,0
ORD103490,CUST01965,2024-12-07,Apparel,Wool Sweater,29.27,1,15,29.27,8.85,24.88,Organic Search,Credit Card,North America,New,True,,False,2024-12,2023-05,19,25,5,298.79999999999995,Loyal Customers,1
ORD103646,CUST00208,2024-05-07,Electronics,Phone Case,106.37,1,0,106.37,5.5,106.37,Referral,Credit Card,North America,New,False,,False,2024-05,2023-02,15,15,5,854.79,Champions,1
ORD102472,CUST00044,2023-11-08,Office Supplies,Wireless Mouse,155.07,2,0,310.14,7.25,310.14,Direct,Debit Card,North America,Returning,False,4.0,True,2023-11,2023-11,0,119,7,1457.43,Champions,2
ORD110145,CUST03379,2023-12-19,Apparel,Running Shoes,42.99,1,0,42.99,10.63,42.99,Organic Search,Debit Card,North America,Returning,False,2.0,True,2023-12,2023-10,2,27,7,310.51,Loyal Customers,1
ORD109283,CUST02056,2024-12-08,Beauty & Personal Care,Face Serum,41.88,1,15,41.88,7.19,35.6,Social Media,Buy Now Pay Later,Asia Pacific,VIP,False,,False,2024-12,2024-01,11,24,5,349.69,Loyal Customers,1
ORD111823,CUST01501,2024-09-24,Beauty & Personal Care,Electric Toothbrush,51.53,1,5,51.53,11.49,48.95,Direct,Buy Now Pay Later,North America,Returning,False,4.0,True,2024-09,2023-03,18,99,6,1009.9200000000001,Champions,2
ORD116353,CUST03379,2023-10-19,Beauty & Personal Care,Electric Toothbrush,49.38,1,0,49.38,5.67,49.38,Organic Search,Credit Card,North America,Returning,False,,False,2023-10,2023-10,0,27,7,310.51,Loyal Customers,1
ORD115473,CUST03331,2023-11-02,Sports & Outdoors,Hiking Backpack,36.82,1,0,36.82,4.13,36.82,Referral,PayPal,Europe,New,False,,False,2023-11,2023-06,5,87,3,307.81,Potential Loyalists,3
ORD102259,CUST00539,2024-05-17,Office Supplies,Desk Organizer,57.33,1,25,57.33,7.25,43.0,Social Media,Credit Card,North America,New,False,2.0,True,2024-05,2024-04,1,140,7,631.77,Loyal Customers,1
ORD107015,CUST03163,2024-10-04,Electronics,Wireless Earbuds,104.84,1,10,104.84,9.91,94.36,Paid Search,Debit Card,Europe,VIP,False,1.0,True,2024-10,2024-09,1,52,9,593.38,Champions,1
ORD112418,CUST03768,2024-05-26,Apparel,Denim Jacket,78.21,1,10,78.21,6.18,70.39,Direct,PayPal,North America,New,False,1.0,True,2024-05,2023-05,12,46,6,590.0,Champions,1
ORD100252,CUST02104,2023-12-16,Home & Kitchen,Air Fryer,56.78,2,0,113.56,6.13,113.56,Social Media,Debit Card,Latin America,Returning,False,,False,2023-12,2023-12,0,262,2,274.28999999999996,At Risk,0
ORD116300,CUST01413,2024-11-08,Home & Kitchen,Storage Bins,124.62,1,10,124.62,3.98,112.16,Referral,Buy Now Pay Later,Europe,Returning,True,2.0,True,2024-11,2024-11,0,11,2,147.57,Potential Loyalists,3
ORD108095,CUST00222,2024-03-03,Apparel,Wool Sweater,24.59,1,0,24.59,7.65,24.59,Email,Credit Card,Asia Pacific,Returning,False,,False,2024-03,2024-02,1,216,4,367.61,At Risk,0
ORD112486,CUST03225,2024-06-29,Beauty & Personal Care,Hair Dryer,26.72,1,10,26.72,7.48,24.05,Paid Search,PayPal,Middle East & Africa,VIP,False,,False,2024-06,2024-05,1,18,4,171.59,Loyal Customers,3
ORD112737,CUST01080,2024-07-28,Electronics,Smartwatch,168.52,4,0,674.08,4.1,674.08,Direct,Credit Card,Asia Pacific,VIP,False,,False,2024-07,2024-07,0,45,5,965.22,Champions,1
ORD113222,CUST00382,2024-09-25,Home & Kitchen,Coffee Maker,160.9,2,0,321.8,2.94,321.8,Direct,Gift Card,Asia Pacific,New,False,,False,2024-09,2023-12,9,19,4,613.4000000000001,Loyal Customers,1
ORD113164,CUST03242,2023-07-15,Toys & Games,Plush Toy,13.73,1,10,13.73,3.76,12.36,Organic Search,Credit Card,Europe,Returning,False,5.0,True,2023-07,2023-07,0,71,3,194.97000000000003,At Risk,3
ORD117423,CUST03367,2024-12-25,Apparel,Denim Jacket,24.51,1,30,24.51,3.83,17.16,Direct,Gift Card,Asia Pacific,Returning,False,,False,2024-12,2023-03,21,7,4,345.59,Loyal Customers,3
ORD103737,CUST00144,2024-11-30,Office Supplies,Notebook Set,71.58,4,10,286.32,8.85,257.69,Organic Search,PayPal,Latin America,Returning,False,,False,2024-11,2023-09,14,8,8,1111.8600000000001,Champions,2
ORD116020,CUST04027,2023-11-05,Office Supplies,Desk Organizer,88.16,1,0,88.16,10.95,88.16,Paid Search,Credit Card,Europe,New,False,5.0,True,2023-11,2023-11,0,34,5,680.44,Champions,1
ORD111311,CUST04036,2023-12-21,Beauty & Personal Care,Electric Toothbrush,18.15,1,0,18.15,7.25,18.15,Organic Search,PayPal,Europe,VIP,False,1.0,True,2023-12,2023-12,0,369,2,227.37,Hibernating,0
ORD109122,CUST02236,2024-04-02,Electronics,USB-C Hub,195.7,4,0,782.8,6.71,782.8,Organic Search,PayPal,Middle East & Africa,New,False,5.0,True,2024-04,2024-03,1,11,10,1511.6,Champions,2
ORD101598,CUST00789,2024-01-23,Toys & Games,RC Car,12.86,1,0,12.86,3.25,12.86,Email,PayPal,Europe,VIP,False,2.0,True,2024-01,2024-01,0,51,9,1264.18,Champions,2
ORD112649,CUST00449,2024-12-08,Electronics,Smartwatch,114.44,2,0,228.88,7.42,228.88,Organic Search,Gift Card,Europe,Returning,False,,False,2024-12,2024-02,10,24,3,438.08,Potential Loyalists,3
ORD117768,CUST00472,2023-07-25,Beauty & Personal Care,Face Serum,23.01,1,10,23.01,3.82,20.71,Direct,PayPal,North America,New,False,,False,2023-07,2023-07,0,16,6,707.3,Champions,1
ORD116736,CUST01025,2023-03-11,Apparel,Graphic Tee,50.98,1,30,50.98,7.31,35.69,Direct,Credit Card,Europe,Returning,False,5.0,True,2023-03,2023-03,0,325,3,145.2,Hibernating,0
ORD103365,CUST00677,2024-07-21,Toys & Games,Plush Toy,32.78,2,0,65.56,6.93,65.56,Email,PayPal,North America,Returning,False,2.0,True,2024-07,2024-06,1,164,4,326.73,At Risk,3
ORD110682,CUST01509,2024-06-15,Electronics,Bluetooth Speaker,57.18,1,0,57.18,11.77,57.18,Organic Search,Debit Card,Middle East & Africa,New,False,,False,2024-06,2024-06,0,187,4,282.72999999999996,At Risk,3
ORD105023,CUST00553,2024-04-11,Beauty & Personal Care,Perfume,16.66,1,0,16.66,6.14,16.66,Email,Debit Card,Asia Pacific,New,False,5.0,True,2024-04,2024-03,1,27,5,267.52,Loyal Customers,1
ORD117895,CUST01833,2024-11-03,Office Supplies,Notebook Set,88.01,1,25,88.01,7.31,66.01,Direct,Credit Card,Europe,New,False,1.0,True,2024-11,2024-01,10,8,6,419.82,Champions,1
ORD112560,CUST02472,2024-08-23,Office Supplies,Ergonomic Chair,62.62,1,0,62.62,8.95,62.62,Email,Debit Card,North America,VIP,False,4.0,True,2024-08,2024-05,3,56,7,757.66,Champions,1
ORD112039,CUST02894,2023-04-28,Apparel,Wool Sweater,88.25,1,0,88.25,7.93,88.25,Social Media,Credit Card,Middle East & Africa,New,False,1.0,True,2023-04,2023-04,0,1,6,562.93,Champions,1
ORD110378,CUST04011,2024-11-15,Office Supplies,Ergonomic Chair,197.01,1,25,197.01,8.58,147.76,Referral,Credit Card,North America,Returning,False,4.0,True,2024-11,2024-03,8,47,5,776.49,Champions,1
ORD102796,CUST04178,2024-12-03,Beauty & Personal Care,Makeup Palette,19.12,1,5,19.12,10.98,18.16,Social Media,Credit Card,Europe,VIP,False,4.0,True,2024-12,2024-05,7,29,5,257.47,Loyal Customers,1
ORD103416,CUST02818,2024-03-29,Home & Kitchen,Desk Lamp,165.79,3,0,497.37,7.88,497.37,Paid Search,Credit Card,Europe,New,False,4.0,True,2024-03,2024-03,0,75,3,681.4,Loyal Customers,3
ORD108024,CUST00212,2024-12-17,Apparel,Yoga Pants,17.96,4,0,71.84,6.53,71.84,Organic Search,PayPal,North America,New,False,3.0,True,2024-12,2024-01,11,15,5,426.5,Champions,1
ORD102946,CUST02155,2024-01-09,Toys & Games,Plush Toy,21.22,2,5,42.44,5.89,40.32,Email,Credit Card,Europe,Returning,False,3.0,True,2024-01,2023-06,7,27,3,159.66,Potential Loyalists,3
ORD109568,CUST01682,2023-12-06,Home & Kitchen,Coffee Maker,173.1,1,10,173.1,10.77,155.79,Organic Search,Credit Card,North America,New,False,5.0,True,2023-12,2023-06,6,392,2,200.75,Hibernating,0
ORD106675,CUST00741,2024-09-16,Home & Kitchen,Throw Blanket,73.12,2,0,146.24,9.99,146.24,Social Media,Buy Now Pay Later,Europe,New,False,,False,2024-09,2024-08,1,32,5,785.73,Champions,1
ORD117038,CUST00865,2024-12-20,Toys & Games,Puzzle 1000pc,24.45,2,10,48.9,3.72,44.01,Paid Search,PayPal,North America,Returning,False,4.0,True,2024-12,2023-07,17,12,3,378.99,Potential Loyalists,3
ORD116171,CUST01607,2023-12-03,Beauty & Personal Care,Face Serum,59.87,1,15,59.87,9.31,50.89,Organic Search,Credit Card,Europe,New,False,3.0,True,2023-12,2023-07,5,62,7,1289.24,Champions,2
ORD112150,CUST02724,2024-08-03,Home & Kitchen,Throw Blanket,36.99,1,0,36.99,4.07,36.99,Referral,Debit Card,Middle East & Africa,Returning,False,4.0,True,2024-08,2024-07,1,29,12,1100.98,Champions,2
ORD105606,CUST00644,2023-10-16,Office Supplies,Wireless Mouse,202.83,1,20,202.83,5.65,162.26,Email,Credit Card,North America,Returning,False,3.0,True,2023-10,2023-10,0,36,5,856.3,Champions,1
ORD107952,CUST00172,2024-05-24,Beauty & Personal Care,Hair Dryer,68.92,1,10,68.92,11.92,62.03,Social Media,Credit Card,Europe,Returning,False,,False,2024-05,2024-05,0,140,5,567.5899999999999,Loyal Customers,1
ORD100057,CUST00533,2024-11-20,Home & Kitchen,Desk Lamp,157.59,1,0,157.59,7.13,157.59,Direct,Credit Card,Europe,Returning,False,,False,2024-11,2023-02,21,1,6,653.87,Champions,1
ORD117413,CUST01822,2023-09-14,Sports & Outdoors,Water Bottle,122.08,1,0,122.08,11.09,122.08,Paid Search,Debit Card,North America,New,False,3.0,True,2023-09,2023-09,0,475,1,122.08,Hibernating,0
ORD108482,CUST01168,2024-05-31,Toys & Games,RC Car,44.47,1,0,44.47,4.77,44.47,Social Media,Credit Card,Europe,Returning,False,1.0,True,2024-05,2024-05,0,205,3,246.92000000000002,At Risk,0
ORD112761,CUST02474,2023-03-26,Electronics,Bluetooth Speaker,57.2,1,5,57.2,6.04,54.34,Paid Search,PayPal,Europe,Returning,False,5.0,True,2023-03,2023-03,0,94,6,344.3,Loyal Customers,1
ORD113102,CUST03038,2023-12-18,Apparel,Running Shoes,84.32,1,15,84.32,5.37,71.67,Referral,Credit Card,North America,VIP,False,,False,2023-12,2023-03,9,380,3,527.83,Potential Loyalists,0
ORD105077,CUST01268,2024-08-16,Electronics,Smartwatch,126.02,3,0,378.06,7.19,378.06,Social Media,Buy Now Pay Later,Asia Pacific,New,False,,False,2024-08,2024-02,6,125,8,706.66,Champions,2
ORD102063,CUST00350,2023-02-19,Beauty & Personal Care,Face Serum,45.01,3,25,135.03,7.31,101.27,Paid Search,Credit Card,Europe,New,False,5.0,True,2023-02,2023-02,0,63,8,746.82,Champions,2
ORD115820,CUST03821,2024-04-17,Sports & Outdoors,Hiking Backpack,80.34,2,0,160.68,3.52,160.68,Social Media,Credit Card,North America,Returning,False,2.0,True,2024-04,2024-04,0,23,10,574.83,Champions,2
ORD116666,CUST01933,2024-03-18,Toys & Games,RC Car,47.37,4,0,189.48,8.34,189.48,Direct,Credit Card,North America,Returning,False,4.0,True,2024-03,2024-03,0,21,4,436.02,Loyal Customers,3
ORD116279,CUST00243,2023-11-30,Apparel,Denim Jacket,35.58,1,0,35.58,4.72,35.58,Social Media,PayPal,Middle East & Africa,New,False,1.0,True,2023-11,2023-09,2,398,2,529.66,At Risk,0
ORD109130,CUST01725,2024-10-18,Apparel,Denim Jacket,16.71,1,25,16.71,3.93,12.53,Organic Search,PayPal,Latin America,New,False,1.0,True,2024-10,2024-10,0,36,6,294.4,Loyal Customers,1
ORD105498,CUST00212,2024-01-26,Home & Kitchen,Storage Bins,129.44,1,0,129.44,5.03,129.44,Paid Search,Debit Card,North America,New,False,3.0,True,2024-01,2024-01,0,15,5,426.5,Champions,1
ORD111416,CUST03381,2024-09-30,Beauty & Personal Care,Perfume,55.92,1,20,55.92,7.07,44.74,Email,PayPal,Europe,New,False,1.0,True,2024-09,2023-09,12,47,7,789.92,Champions,1
ORD104116,CUST01664,2024-07-12,Beauty & Personal Care,Face Serum,40.89,1,10,40.89,4.65,36.8,Email,Credit Card,Asia Pacific,New,True,4.0,True,2024-07,2023-09,10,1,8,860.63,Champions,2
ORD102370,CUST03682,2024-12-30,Toys & Games,Puzzle 1000pc,45.65,1,20,45.65,3.79,36.52,Email,PayPal,Asia Pacific,New,False,3.0,True,2024-12,2024-05,7,2,2,66.0,Potential Loyalists,3
ORD112488,CUST02897,2023-08-31,Toys & Games,Plush Toy,40.92,1,5,40.92,11.0,38.87,Paid Search,Buy Now Pay Later,North America,New,False,,False,2023-08,2023-08,0,192,4,252.63,Potential Loyalists,0
ORD112304,CUST02860,2023-08-20,Sports & Outdoors,Hiking Backpack,70.89,1,25,70.89,8.53,53.17,Direct,Debit Card,North America,New,False,,False,2023-08,2023-08,0,90,6,781.39,Champions,1
ORD102276,CUST03204,2024-08-18,Sports & Outdoors,Hiking Backpack,130.9,1,5,130.9,6.28,124.36,Direct,Gift Card,North America,New,False,1.0,True,2024-08,2024-07,1,55,3,401.18,Potential Loyalists,3
ORD116008,CUST03030,2024-12-03,Toys & Games,Puzzle 1000pc,31.76,2,25,63.52,11.92,47.64,Referral,PayPal,Asia Pacific,New,False,3.0,True,2024-12,2024-09,3,29,6,553.38,Champions,1
ORD109985,CUST00573,2024-08-12,Sports & Outdoors,Camping Tent,62.23,4,25,248.92,7.25,186.69,Email,Credit Card,North America,VIP,False,,False,2024-08,2024-08,0,42,5,489.67,Loyal Customers,1
ORD114120,CUST02434,2024-11-23,Office Supplies,Ergonomic Chair,210.33,1,5,210.33,5.99,199.81,Referral,Credit Card,North America,Returning,False,,False,2024-11,2024-11,0,35,5,746.36,Champions,1
ORD107847,CUST03893,2024-11-28,Toys & Games,RC Car,9.03,4,0,36.12,7.25,36.12,Direct,Debit Card,North America,Returning,False,3.0,True,2024-11,2024-11,0,34,7,270.46999999999997,Loyal Customers,1
ORD106886,CUST02500,2024-02-17,Office Supplies,Whiteboard,85.3,1,5,85.3,8.19,81.04,Paid Search,PayPal,Asia Pacific,Returning,False,5.0,True,2024-02,2024-02,0,175,6,583.3399999999999,Loyal Customers,1
ORD106234,CUST01833,2024-01-20,Beauty & Personal Care,Makeup Palette,66.97,1,5,66.97,7.56,63.62,Organic Search,PayPal,Europe,New,False,4.0,True,2024-01,2024-01,0,8,6,419.82,Champions,1
ORD116713,CUST00797,2023-07-04,Apparel,Wool Sweater,67.29,1,15,67.29,6.16,57.2,Referral,Credit Card,Latin America,New,False,,False,2023-07,2023-07,0,53,4,196.17000000000002,Potential Loyalists,3
ORD112972,CUST00822,2023-12-28,Apparel,Wool Sweater,69.56,2,5,139.12,9.57,132.16,Paid Search,Buy Now Pay Later,North America,New,False,4.0,True,2023-12,2023-11,1,144,6,575.54,Loyal Customers,1
ORD105842,CUST02671,2024-11-20,Office Supplies,Notebook Set,14.82,1,0,14.82,7.38,14.82,Organic Search,Gift Card,Asia Pacific,Returning,False,3.0,True,2024-11,2023-05,18,42,5,239.61,Potential Loyalists,1
ORD110457,CUST00855,2023-06-06,Apparel,Rain Jacket,73.78,1,0,73.78,7.56,73.78,Direct,Credit Card,Asia Pacific,New,False,,False,2023-06,2023-06,0,97,7,1431.33,Champions,2
